  0.0116062     18.3194
  0.0231143     13.3894
  0.0347081     7.8834
  0.04632     5.06087
  0.0579166     3.92552
  0.0693378     3.42935
  0.0809759     3.21397
  0.0928229     2.7926
  0.10444     2.27409
  0.116062     2.04108
  0.126991     1.91289
  0.13895     1.67111
  0.150625     1.49179
  0.162272     1.39811
  0.173737     1.33172
  0.185436     1.30324
  0.19731     1.28228
  0.208645     1.29621
  0.219947     1.43641
  0.231143     1.5244
